Time Interval,Edge 1,Edge 2,Edge 3,Edge 4,Edge 5,Edge 6,Edge 7,Edge 8,Edge 9,Edge 10,Edge 11,Edge 12,Edge 13,Edge 14,Edge 15,Edge 16,Edge 17,Edge 18,Edge 19
2024-06-08 14:45:00 - 2024-06-08 14:50:00,89,58,19,9,19,0,31,22,43,27,30,11,13,10,3,5,42,3,62
2024-06-08 14:50:00 - 2024-06-08 14:55:00,89,60,25,8,13,0,26,28,36,12,17,14,14,12,5,12,49,6,63
2024-06-08 14:55:00 - 2024-06-08 15:00:00,86,54,13,12,24,0,36,15,48,17,27,19,26,6,10,20,46,10,52
2024-06-08 15:00:00 - 2024-06-08 15:05:00,73,48,21,8,20,0,49,24,55,17,37,6,30,11,20,19,56,13,69
2024-06-08 15:05:00 - 2024-06-08 15:10:00,78,45,20,15,20,0,33,26,43,46,72,11,28,14,26,17,68,15,80
2024-06-08 15:10:00 - 2024-06-08 15:15:00,84,54,21,10,23,0,37,26,39,32,44,16,24,13,12,19,62,11,91
2024-06-08 15:15:00 - 2024-06-08 15:20:00,99,62,21,13,16,0,38,28,60,27,44,5,27,16,17,14,56,11,94
2024-06-08 15:20:00 - 2024-06-08 15:25:00,106,69,26,12,20,0,43,30,75,30,53,20,35,13,23,22,92,15,102
2024-06-08 15:25:00 - 2024-06-08 15:30:00,96,65,20,8,19,0,39,23,62,14,34,16,37,10,20,22,74,14,109
2024-06-08 15:30:00 - 2024-06-08 15:35:00,80,51,20,9,24,0,44,34,61,21,30,13,25,25,9,16,62,9,83
2024-06-08 15:35:00 - 2024-06-08 15:40:00,96,65,20,8,14,0,53,22,56,21,30,18,31,9,9,18,48,9,68
2024-06-08 15:40:00 - 2024-06-08 15:45:00,102,63,28,14,23,0,36,33,56,24,34,7,30,16,10,10,54,7,65
2024-06-08 15:45:00 - 2024-06-08 15:50:00,98,68,17,6,24,0,54,24,43,36,47,12,32,14,11,25,49,12,75
2024-06-08 15:50:00 - 2024-06-08 15:55:00,88,55,21,12,14,0,37,26,50,24,40,10,22,13,16,12,48,10,88
2024-06-08 15:55:00 - 2024-06-08 16:00:00,101,60,18,16,12,0,34,24,51,22,34,10,31,14,12,16,64,10,90
2024-06-08 16:00:00 - 2024-06-08 16:05:00,81,48,27,14,10,0,33,32,48,24,33,10,27,15,9,17,55,9,80
2024-06-08 16:05:00 - 2024-06-08 16:10:00,93,63,25,7,11,0,40,29,40,17,29,8,33,13,12,22,46,12,80
2024-06-08 16:10:00 - 2024-06-08 16:15:00,102,62,24,15,11,0,37,27,67,14,21,14,30,11,7,21,43,10,108
2024-06-08 16:15:00 - 2024-06-08 16:20:00,112,74,32,11,17,0,45,34,58,23,41,17,24,13,18,22,69,14,89
2024-06-08 16:20:00 - 2024-06-08 16:25:00,119,71,25,19,10,0,45,28,65,34,39,20,30,12,5,20,69,9,109
2024-06-08 16:25:00 - 2024-06-08 16:30:00,96,58,20,15,12,0,39,25,51,19,28,15,27,13,9,24,53,11,90
2024-06-08 16:30:00 - 2024-06-08 16:35:00,88,53,33,14,11,0,53,32,59,22,36,18,49,9,14,25,64,13,84
2024-06-08 16:35:00 - 2024-06-08 16:40:00,147,93,35,18,14,0,56,36,56,21,36,12,36,12,15,32,69,16,90
2024-06-08 16:40:00 - 2024-06-08 16:45:00,110,66,29,17,6,0,56,35,48,11,20,9,44,17,9,30,76,13,87
2024-06-08 16:45:00 - 2024-06-08 16:50:00,128,79,22,18,19,0,43,27,67,10,21,9,36,14,11,21,68,11,93
2024-06-08 16:50:00 - 2024-06-08 16:55:00,104,64,18,15,19,0,50,27,50,13,28,11,26,17,15,26,68,14,94
2024-06-08 16:55:00 - 2024-06-08 17:00:00,120,70,19,21,11,0,44,26,54,16,22,12,38,15,6,23,50,10,83
2024-06-08 17:00:00 - 2024-06-08 17:05:00,112,68,28,17,13,0,56,33,47,17,29,13,42,15,12,20,58,11,84
2024-06-08 17:05:00 - 2024-06-08 17:10:00,103,60,31,18,13,0,73,38,39,29,39,23,60,19,10,30,60,14,83
2024-06-08 17:10:00 - 2024-06-08 17:15:00,149,93,26,20,28,0,70,30,55,18,29,15,54,14,11,35,52,16,86
2024-06-08 17:15:00 - 2024-06-08 17:20:00,142,90,18,18,14,0,68,27,74,17,26,11,58,17,9,40,44,17,102
2024-06-08 17:20:00 - 2024-06-08 17:25:00,112,60,31,24,17,0,52,31,53,28,32,14,39,10,4,28,72,11,90
2024-06-08 17:25:00 - 2024-06-08 17:30:00,137,81,34,22,19,0,58,41,61,21,29,19,33,20,8,25,56,11,97
2024-06-08 17:30:00 - 2024-06-08 17:35:00,108,66,27,16,16,0,59,36,79,28,46,18,59,21,18,51,59,23,124
2024-06-08 17:35:00 - 2024-06-08 17:40:00,127,73,31,23,27,0,77,38,65,52,73,24,54,19,21,48,83,23,141
2024-06-08 17:40:00 - 2024-06-08 17:45:00,122,66,26,26,27,0,58,36,49,42,65,29,64,21,23,40,75,21,113
2024-06-08 17:45:00 - 2024-06-08 17:50:00,132,73,43,27,15,0,57,44,61,22,35,31,44,15,13,38,98,17,119
2024-06-08 17:50:00 - 2024-06-08 17:55:00,132,75,25,25,14,0,67,34,57,22,36,9,57,20,14,37,65,17,114
2024-06-08 17:55:00 - 2024-06-08 18:00:00,119,75,30,15,23,0,78,34,62,21,49,19,39,15,28,35,74,21,103
2024-06-09 06:00:00 - 2024-06-09 06:05:00,11,7,1,2,1,0,2,1,4,2,3,0,3,0,1,4,4,2,6
2024-06-09 06:05:00 - 2024-06-09 06:10:00,18,9,9,5,0,0,3,7,5,1,2,1,4,0,1,2,6,1,4
2024-06-09 06:10:00 - 2024-06-09 06:15:00,20,13,2,3,1,0,8,3,9,2,3,4,6,1,1,8,8,3,11
2024-06-09 06:15:00 - 2024-06-09 06:20:00,13,9,0,1,0,0,3,1,5,0,0,1,9,1,0,8,1,3,12
2024-06-09 06:20:00 - 2024-06-09 06:25:00,17,12,3,1,4,0,6,3,8,3,3,4,7,0,0,5,13,2,7
2024-06-09 06:25:00 - 2024-06-09 06:30:00,24,17,1,2,0,0,6,1,10,0,2,1,6,0,2,4,11,2,16
2024-06-09 06:30:00 - 2024-06-09 06:35:00,11,8,3,1,4,0,10,3,11,1,1,2,8,1,0,5,6,2,12
2024-06-09 06:35:00 - 2024-06-09 06:40:00,33,23,5,3,3,0,5,5,16,1,2,3,7,1,1,8,14,3,19
2024-06-09 06:40:00 - 2024-06-09 06:45:00,36,23,8,5,7,0,17,9,18,9,10,2,11,3,1,10,16,4,22
2024-06-09 06:45:00 - 2024-06-09 06:50:00,42,30,5,2,8,0,8,6,15,5,8,5,8,2,3,3,10,2,22
2024-06-09 06:50:00 - 2024-06-09 06:55:00,47,33,6,3,12,0,19,8,20,12,13,4,17,4,1,11,12,4,25
2024-06-09 06:55:00 - 2024-06-09 07:00:00,39,27,9,3,11,0,21,11,17,7,8,2,15,5,1,13,18,5,26
2024-06-09 07:00:00 - 2024-06-09 07:05:00,40,28,13,3,6,0,22,11,19,7,11,6,10,1,4,9,20,5,30
2024-06-09 07:05:00 - 2024-06-09 07:10:00,45,32,6,3,2,0,22,7,17,3,5,3,12,3,2,6,13,3,21
2024-06-09 07:10:00 - 2024-06-09 07:15:00,45,30,9,4,10,0,17,8,27,7,9,6,8,1,2,6,13,3,21
2024-06-09 07:15:00 - 2024-06-09 07:20:00,45,32,9,3,7,0,20,10,12,4,10,6,16,4,6,15,25,7,33
2024-06-09 07:20:00 - 2024-06-09 07:25:00,38,25,8,4,13,0,19,9,23,6,10,3,6,3,4,5,14,3,25
2024-06-09 07:25:00 - 2024-06-09 07:30:00,60,39,7,6,17,0,17,9,21,5,13,5,16,4,8,10,13,6,25
2024-06-09 07:30:00 - 2024-06-09 07:35:00,41,27,8,5,21,0,14,11,15,12,19,4,13,6,7,10,16,6,29
2024-06-09 07:35:00 - 2024-06-09 07:40:00,55,39,11,3,23,0,21,9,21,9,16,4,21,1,7,9,15,6,32
2024-06-09 07:40:00 - 2024-06-09 07:45:00,33,21,7,5,26,0,23,11,21,11,24,4,15,7,13,9,21,8,45
2024-06-09 07:45:00 - 2024-06-09 07:50:00,58,38,6,6,14,0,20,9,23,13,22,10,18,5,9,10,26,7,38
2024-06-09 07:50:00 - 2024-06-09 07:55:00,42,27,12,6,19,0,15,15,24,10,18,8,12,7,8,7,23,5,35
2024-06-09 07:55:00 - 2024-06-09 08:00:00,53,38,13,3,15,0,17,19,21,12,19,10,14,12,7,13,20,7,26
2024-06-09 08:00:00 - 2024-06-09 08:05:00,44,28,13,6,10,0,24,12,17,13,15,3,10,3,2,3,16,2,30
2024-06-09 08:05:00 - 2024-06-09 08:10:00,40,24,10,6,5,0,18,12,19,11,20,6,21,5,9,7,16,6,34
2024-06-09 08:10:00 - 2024-06-09 08:15:00,28,21,8,1,2,0,20,12,15,6,11,5,18,7,5,11,13,6,28
2024-06-09 08:15:00 - 2024-06-09 08:20:00,44,30,7,3,5,0,16,6,15,6,7,5,6,0,1,6,13,3,21
2024-06-09 08:20:00 - 2024-06-09 08:25:00,46,25,18,10,5,0,13,15,29,5,11,6,18,2,6,5,21,4,29
2024-06-09 08:25:00 - 2024-06-09 08:30:00,39,27,10,3,4,0,18,10,17,7,14,3,10,3,7,10,21,6,32
2024-06-09 08:30:00 - 2024-06-09 08:35:00,44,29,10,5,9,0,21,12,17,9,11,5,17,6,2,11,11,5,25
2024-06-09 08:35:00 - 2024-06-09 08:40:00,43,30,7,3,5,0,14,6,20,9,16,11,11,0,7,6,22,5,30
2024-06-09 08:40:00 - 2024-06-09 08:45:00,54,37,14,4,5,0,12,14,38,8,8,4,14,4,0,6,31,2,40
2024-06-09 08:45:00 - 2024-06-09 08:50:00,56,37,13,6,7,0,25,13,27,2,11,3,21,4,9,12,22,7,25
2024-06-09 08:50:00 - 2024-06-09 08:55:00,47,24,10,12,1,0,27,10,22,8,15,4,14,3,7,10,23,6,41
2024-06-09 08:55:00 - 2024-06-09 09:00:00,48,36,11,1,6,0,17,12,25,7,9,6,16,5,2,6,26,3,37
2024-06-09 09:00:00 - 2024-06-09 09:05:00,48,28,13,9,11,0,23,15,25,8,17,7,17,6,9,16,17,9,34
2024-06-09 09:05:00 - 2024-06-09 09:10:00,57,34,8,9,4,0,23,12,23,16,20,9,13,8,4,13,18,6,30
2024-06-09 09:10:00 - 2024-06-09 09:15:00,40,26,11,5,5,0,22,12,28,9,12,8,21,5,3,11,26,5,29
2024-06-09 09:15:00 - 2024-06-09 09:20:00,40,25,10,6,6,0,18,12,25,8,12,5,10,6,4,6,34,4,35
2024-06-09 09:20:00 - 2024-06-09 09:25:00,49,32,11,6,8,0,26,12,29,12,21,6,19,4,9,11,30,7,39
2024-06-09 09:25:00 - 2024-06-09 09:30:00,55,34,13,8,6,0,24,19,23,18,24,19,18,12,6,12,21,6,37
2024-06-09 09:30:00 - 2024-06-09 09:35:00,42,24,17,8,11,0,20,17,21,12,18,11,10,5,6,6,39,4,35
2024-06-09 09:35:00 - 2024-06-09 09:40:00,65,42,11,7,5,0,24,14,25,12,21,9,16,7,9,11,19,7,27
2024-06-09 09:40:00 - 2024-06-09 09:45:00,60,33,18,13,13,0,14,25,35,14,21,8,15,15,7,15,37,8,38
2024-06-09 09:45:00 - 2024-06-09 09:50:00,56,39,20,4,22,0,12,22,25,19,27,9,16,9,8,10,29,6,40
2024-06-09 09:50:00 - 2024-06-09 09:55:00,61,41,13,6,26,0,15,18,34,18,22,7,7,10,4,14,41,6,37
2024-06-09 09:55:00 - 2024-06-09 10:00:00,76,51,15,6,21,0,25,22,37,20,27,11,16,14,7,16,41,8,55
2024-06-09 10:00:00 - 2024-06-09 10:05:00,62,43,12,4,30,0,22,17,42,12,20,4,12,10,8,16,28,8,57
2024-06-09 10:05:00 - 2024-06-09 10:10:00,67,47,9,4,22,0,26,10,33,15,27,11,21,4,12,15,38,9,48
2024-06-09 10:10:00 - 2024-06-09 10:15:00,76,47,14,11,31,0,25,18,35,24,35,12,13,9,11,13,42,8,62
2024-06-09 10:15:00 - 2024-06-09 10:20:00,72,45,14,10,22,0,32,15,35,30,42,15,17,5,12,11,35,8,51
2024-06-09 10:20:00 - 2024-06-09 10:25:00,60,39,22,7,21,0,22,23,42,28,46,14,24,8,18,25,35,15,54
2024-06-09 10:25:00 - 2024-06-09 10:30:00,66,44,16,6,22,0,28,20,50,31,39,9,13,10,8,8,52,6,67
2024-06-09 10:30:00 - 2024-06-09 10:35:00,58,35,10,9,7,0,28,17,37,23,32,13,18,12,9,16,57,9,59
2024-06-09 10:35:00 - 2024-06-09 10:40:00,63,38,27,10,9,0,32,29,36,16,30,13,31,11,14,15,30,10,50
2024-06-09 10:40:00 - 2024-06-09 10:45:00,58,31,19,13,7,0,25,33,40,16,22,17,19,24,6,11,33,6,50
2024-06-09 10:45:00 - 2024-06-09 10:50:00,53,33,13,8,4,0,27,16,31,10,15,9,16,8,5,10,39,5,52
2024-06-09 10:50:00 - 2024-06-09 10:55:00,53,35,13,6,11,0,23,21,34,15,23,8,12,14,8,16,41,8,53
2024-06-09 10:55:00 - 2024-06-09 11:00:00,59,39,13,6,10,0,28,16,22,10,16,7,23,8,6,17,29,8,51
2024-06-09 11:00:00 - 2024-06-09 11:05:00,43,30,14,3,13,0,25,18,36,22,35,13,19,9,13,8,30,7,48
2024-06-09 11:05:00 - 2024-06-09 11:10:00,59,39,10,6,8,0,21,14,31,14,24,10,21,8,10,10,39,7,48
2024-06-09 11:10:00 - 2024-06-09 11:15:00,42,27,16,6,6,0,22,20,34,7,9,14,12,10,2,9,32,4,44
2024-06-09 11:15:00 - 2024-06-09 11:20:00,43,28,14,5,10,0,27,22,21,10,17,7,15,15,7,9,38,6,60
2024-06-09 11:20:00 - 2024-06-09 11:25:00,46,28,13,7,4,0,18,20,26,16,19,12,11,13,3,8,24,4,36
2024-06-09 11:25:00 - 2024-06-09 11:30:00,60,41,16,5,7,0,18,17,41,9,19,7,12,6,10,8,22,6,44
2024-06-09 11:30:00 - 2024-06-09 11:35:00,53,33,14,7,7,0,24,15,35,13,22,3,11,6,9,6,45,5,57
2024-06-09 11:35:00 - 2024-06-09 11:40:00,85,60,16,5,10,0,24,15,42,11,19,10,16,4,8,8,37,6,62
2024-06-09 11:40:00 - 2024-06-09 11:45:00,76,47,14,11,13,0,29,20,43,9,19,6,20,12,10,15,32,9,52
2024-06-09 11:45:00 - 2024-06-09 11:50:00,61,41,22,6,12,0,24,23,18,17,26,6,27,8,9,16,30,9,69
2024-06-09 11:50:00 - 2024-06-09 11:55:00,54,36,10,6,14,0,20,16,40,16,23,6,27,11,7,15,34,8,64
2024-06-09 11:55:00 - 2024-06-09 12:00:00,61,42,10,4,9,0,20,12,40,11,14,0,13,5,3,12,33,5,56
2024-06-09 12:00:00 - 2024-06-09 12:05:00,57,36,32,7,12,0,22,33,32,12,21,3,14,12,9,9,34,6,51
2024-06-09 12:05:00 - 2024-06-09 12:10:00,76,46,16,12,17,0,27,25,30,15,33,10,16,17,18,11,50,10,56
2024-06-09 12:10:00 - 2024-06-09 12:15:00,55,37,14,5,17,0,23,18,42,18,34,10,11,9,16,13,46,10,72
2024-06-09 12:15:00 - 2024-06-09 12:20:00,79,51,10,9,15,0,31,14,36,19,34,20,24,8,15,13,38,10,65
2024-06-09 12:20:00 - 2024-06-09 12:25:00,69,43,15,9,26,0,28,19,37,27,38,12,17,10,11,9,33,7,68
2024-06-09 12:25:00 - 2024-06-09 12:30:00,76,47,12,11,23,0,25,20,42,16,28,7,17,14,12,16,47,10,70
2024-06-09 12:30:00 - 2024-06-09 12:35:00,94,56,21,15,31,0,28,24,44,25,39,10,16,11,14,10,52,8,66
2024-06-09 12:35:00 - 2024-06-09 12:40:00,77,45,16,13,32,0,40,20,64,43,71,8,18,10,28,13,56,14,77
2024-06-09 12:40:00 - 2024-06-09 12:45:00,69,44,28,9,24,0,39,28,45,42,64,11,29,9,22,20,53,14,85
2024-06-09 12:45:00 - 2024-06-09 12:50:00,82,53,16,9,23,0,37,20,58,38,54,11,28,10,16,17,66,11,80
2024-06-09 12:50:00 - 2024-06-09 12:55:00,61,36,19,11,16,0,26,27,52,22,34,12,22,17,12,20,66,11,110
2024-06-09 12:55:00 - 2024-06-09 13:00:00,81,49,28,12,17,0,23,33,36,20,28,16,19,15,8,14,67,8,96
2024-06-09 13:00:00 - 2024-06-09 13:05:00,75,47,23,10,11,0,26,23,41,12,27,9,25,7,15,21,48,12,62
2024-06-09 13:05:00 - 2024-06-09 13:10:00,67,44,22,7,14,0,38,24,33,18,24,11,24,9,6,14,60,7,71
2024-06-09 13:10:00 - 2024-06-09 13:15:00,68,42,17,10,8,0,29,22,30,13,22,8,22,12,9,18,47,9,79
2024-06-09 13:15:00 - 2024-06-09 13:20:00,74,48,18,9,10,0,19,24,46,10,22,11,19,13,12,20,52,11,75
2024-06-09 13:20:00 - 2024-06-09 13:25:00,47,32,22,4,6,0,24,30,37,12,26,16,29,18,14,18,46,11,83
2024-06-09 13:25:00 - 2024-06-09 13:30:00,67,47,18,4,19,0,37,23,34,16,28,10,24,12,12,11,52,8,73
2024-06-09 13:30:00 - 2024-06-09 13:35:00,74,51,19,6,14,0,35,25,39,23,34,11,26,14,11,13,46,8,81
2024-06-09 13:35:00 - 2024-06-09 13:40:00,70,42,13,11,15,0,28,24,30,21,34,13,25,18,13,14,45,9,60
2024-06-09 13:40:00 - 2024-06-09 13:45:00,67,45,21,6,12,0,35,24,35,15,23,15,24,11,8,17,55,9,65
2024-06-09 13:45:00 - 2024-06-09 13:50:00,74,42,20,15,13,0,24,21,41,19,31,10,21,7,12,16,44,10,60
2024-06-09 13:50:00 - 2024-06-09 13:55:00,67,40,19,11,11,0,34,21,34,21,35,18,21,9,14,22,37,12,59
2024-06-09 13:55:00 - 2024-06-09 14:00:00,77,48,19,11,9,0,27,19,49,9,13,13,23,6,4,15,32,7,58
2024-06-09 14:00:00 - 2024-06-09 14:05:00,89,51,25,16,8,0,36,24,47,17,24,6,25,7,7,15,46,8,63
2024-06-09 14:05:00 - 2024-06-09 14:10:00,61,37,14,9,13,0,22,18,32,17,24,12,20,10,7,11,54,6,73
2024-06-09 14:10:00 - 2024-06-09 14:15:00,69,47,12,6,14,0,18,19,29,13,21,13,21,13,8,17,36,9,60
2024-06-09 14:15:00 - 2024-06-09 14:20:00,71,45,12,9,11,0,33,16,45,14,27,11,29,9,13,16,36,10,66
2024-06-09 14:20:00 - 2024-06-09 14:25:00,75,50,19,7,10,0,34,19,35,17,24,4,24,6,7,18,52,9,55
2024-06-09 14:25:00 - 2024-06-09 14:30:00,42,27,17,6,13,0,28,20,29,24,38,7,20,9,14,12,52,9,71
2024-06-09 14:30:00 - 2024-06-09 14:35:00,77,52,5,6,12,0,30,8,30,14,25,9,23,5,11,20,41,11,60
2024-06-09 14:35:00 - 2024-06-09 14:40:00,82,57,14,5,18,0,28,15,55,20,28,12,28,6,8,17,39,9,68
2024-06-09 14:40:00 - 2024-06-09 14:45:00,72,47,14,8,14,0,34,18,36,21,38,10,29,9,17,13,48,10,66
2024-06-09 14:45:00 - 2024-06-09 14:50:00,85,56,10,9,23,0,22,23,51,14,23,8,15,20,9,12,51,7,72
2024-06-09 14:50:00 - 2024-06-09 14:55:00,71,47,22,7,17,0,37,29,40,22,36,9,28,16,14,18,51,11,67
2024-06-09 14:55:00 - 2024-06-09 15:00:00,78,51,9,9,14,0,36,15,44,18,31,7,25,11,13,14,46,9,70
2024-06-09 15:00:00 - 2024-06-09 15:05:00,81,54,18,7,19,0,34,30,32,20,38,10,24,21,18,15,43,11,54
2024-06-09 15:05:00 - 2024-06-09 15:10:00,87,55,14,11,27,0,37,20,54,44,62,11,23,12,18,13,50,11,80
2024-06-09 15:10:00 - 2024-06-09 15:15:00,61,39,19,7,22,0,30,22,59,38,53,8,23,10,15,13,53,10,84
2024-06-09 15:15:00 - 2024-06-09 15:20:00,70,45,15,8,21,0,33,21,47,28,52,12,30,12,24,20,49,15,95
2024-06-09 15:20:00 - 2024-06-09 15:25:00,89,54,15,14,16,0,37,18,43,19,26,14,25,8,7,8,57,5,84
2024-06-09 15:25:00 - 2024-06-09 15:30:00,67,40,12,11,21,0,34,15,37,29,42,9,22,8,13,12,57,9,77
2024-06-09 15:30:00 - 2024-06-09 15:35:00,58,35,10,9,8,0,46,16,40,22,32,7,23,11,10,22,42,11,78
2024-06-09 15:35:00 - 2024-06-09 15:40:00,63,40,10,8,5,0,45,24,40,17,29,7,21,21,12,16,61,10,81
2024-06-09 15:40:00 - 2024-06-09 15:45:00,56,33,10,9,8,0,32,16,36,10,16,8,28,11,6,22,55,10,66
2024-06-09 15:45:00 - 2024-06-09 15:50:00,87,54,27,12,14,0,48,32,49,19,22,18,40,15,3,20,49,8,86
2024-06-09 15:50:00 - 2024-06-09 15:55:00,85,54,14,10,15,0,30,17,44,21,37,8,18,8,16,7,35,8,76
2024-06-09 15:55:00 - 2024-06-09 16:00:00,74,51,20,6,7,0,37,25,43,21,29,8,29,13,8,21,49,10,73
2024-06-09 16:00:00 - 2024-06-09 16:05:00,86,53,20,12,9,0,33,23,46,17,27,14,23,10,10,11,54,7,78
2024-06-09 16:05:00 - 2024-06-09 16:10:00,91,55,20,14,11,0,21,27,34,14,16,7,16,15,2,17,48,7,82
2024-06-09 16:10:00 - 2024-06-09 16:15:00,68,43,22,9,13,0,36,25,35,12,24,6,26,11,12,24,43,12,68
2024-06-09 16:15:00 - 2024-06-09 16:20:00,80,48,21,13,11,0,39,22,51,14,21,9,25,8,7,17,40,8,77
2024-06-09 16:20:00 - 2024-06-09 16:25:00,89,57,31,10,13,0,28,31,37,14,24,7,28,10,10,14,74,8,80
2024-06-09 16:25:00 - 2024-06-09 16:30:00,80,46,18,15,10,0,41,23,30,17,26,7,27,12,9,19,38,10,74
2024-06-09 16:30:00 - 2024-06-09 16:35:00,98,61,12,13,15,0,43,15,32,13,19,11,45,8,6,33,29,13,62
2024-06-09 16:35:00 - 2024-06-09 16:40:00,111,62,25,22,13,0,57,23,52,16,27,18,44,5,11,29,54,14,76
2024-06-09 16:40:00 - 2024-06-09 16:45:00,93,56,20,15,14,0,52,24,43,17,36,12,41,11,19,28,49,16,112
2024-06-09 16:45:00 - 2024-06-09 16:50:00,85,56,16,9,15,0,46,23,40,26,36,8,33,14,10,35,35,15,85
2024-06-09 16:50:00 - 2024-06-09 16:55:00,105,70,16,9,13,0,54,16,48,10,20,12,54,5,10,27,51,13,83
2024-06-09 16:55:00 - 2024-06-09 17:00:00,98,61,26,13,16,0,64,32,48,16,27,10,44,16,11,29,59,14,103
2024-06-09 17:00:00 - 2024-06-09 17:05:00,97,58,17,15,16,0,46,21,33,16,25,24,30,11,9,25,54,12,63
2024-06-09 17:05:00 - 2024-06-09 17:10:00,86,54,19,12,14,0,52,27,53,19,35,11,52,16,16,32,48,16,79
2024-06-09 17:10:00 - 2024-06-09 17:15:00,113,71,14,15,15,0,52,21,48,13,25,21,48,14,12,22,50,12,97
2024-06-09 17:15:00 - 2024-06-09 17:20:00,112,66,25,19,20,0,53,27,60,20,37,14,48,10,17,31,65,16,83
2024-06-09 17:20:00 - 2024-06-09 17:25:00,103,56,19,22,22,0,66,24,42,21,34,8,53,12,13,27,61,14,101
2024-06-09 17:25:00 - 2024-06-09 17:30:00,119,71,26,19,15,0,54,35,48,8,18,10,41,20,10,41,49,17,90
2024-06-09 17:30:00 - 2024-06-09 17:35:00,120,75,22,15,20,0,79,24,56,19,40,14,50,10,21,31,55,18,107
2024-06-09 17:35:00 - 2024-06-09 17:40:00,102,57,29,20,17,0,67,30,70,33,68,30,70,11,35,39,97,25,139
2024-06-09 17:40:00 - 2024-06-09 17:45:00,108,63,28,18,22,0,68,30,53,33,49,13,48,11,16,35,86,17,115
2024-06-09 17:45:00 - 2024-06-09 17:50:00,141,88,21,18,16,0,86,32,60,30,51,30,66,21,21,42,66,21,122
2024-06-09 17:50:00 - 2024-06-09 17:55:00,144,84,26,24,23,0,61,32,52,23,32,17,58,16,9,32,76,14,120
2024-06-09 17:55:00 - 2024-06-09 18:00:00,125,72,28,22,22,0,65,33,52,22,34,9,54,15,12,36,81,16,112
